EmployeeID,Age,Gender,MaritalStatus,EducationLevel,EducationField,Department,JobRole,JobLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,PercentSalaryHike,BonusPercent,StockOptionLevel,PerformanceRating,TrainingTimesLastYear,CertificationCount,AbsenceDays,LateMarks,OvertimeHours,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,EmployeeEngagementScore,ManagerRating,TeamSize,ProjectsHandled,AverageMonthlyHours,PerformanceTrend3Months,PerformanceTrend6Months,SalaryGrowthLast3Years,Attrition
8218,26,Female,Single,Bachelor,IT,Finance,Analyst,2,8,10,2,8,0,100414.0,21,1,1,3,7,3,20,16,97,5.0,3,3,5,18,2.0,14,4,122,-2.7260753050698927,0.1845878636616326,51,0
8219,40,Male,Single,Bachelor,Marketing,Finance,Executive,4,27,8,0,9,2,25638.0,7,26,3,1,8,15,25,1,39,4.0,2,4,3,55,5.0,8,8,149,1.1946786032238979,-0.8160933989177771,53,0
8220,52,Female,Married,Master,Business,Operations,Executive,2,15,15,8,3,14,108812.0,19,17,1,5,0,16,4,4,82,4.0,5,4,2,43,1.0,2,9,243,0.6015988758239649,-0.2300459104583587,7,1
8221,24,Male,Divorced,Bachelor,Marketing,IT,Executive,2,23,7,4,8,8,62592.0,21,7,3,4,12,15,1,10,99,1.0,5,2,1,61,1.0,15,3,253,0.642527188310696,-1.2244230201108708,43,0
8222,32,Male,Married,Master,Engineering,IT,Analyst,3,21,4,9,3,3,132016.0,14,27,3,4,1,9,9,6,12,4.0,1,3,5,13,2.0,20,3,145,0.09068663905445337,0.8250592845862068,42,0
8223,37,Female,Married,Bachelor,HR,HR,Manager,3,19,14,5,8,10,20442.0,20,34,1,1,4,0,1,9,37,4.0,5,5,5,96,5.0,23,17,221,-1.587706848850388,-0.16367996893725129,33,0
8224,42,Male,Married,Bachelor,IT,Finance,Analyst,3,13,14,7,8,12,173895.0,5,24,1,2,2,8,12,11,1,3.0,2,1,3,24,1.0,7,15,314,0.13016813639204666,0.8301277652960355,19,1
8225,20,Male,Single,Bachelor,IT,Operations,Analyst,2,31,16,9,6,14,107953.0,8,13,3,1,10,4,21,8,39,3.0,1,5,5,90,4.0,14,12,152,0.1264414774579643,-0.2261194965723644,44,0
8226,41,Male,Divorced,Bachelor,Business,Sales,Consultant,5,9,1,5,6,4,195156.0,20,34,0,1,3,13,14,19,31,5.0,5,3,4,28,2.0,15,19,312,-0.17902581127547537,-0.7853902475928436,1,0
8227,51,Female,Married,Bachelor,Finance,IT,Executive,2,1,12,9,8,10,98656.0,13,35,2,3,8,1,11,5,16,2.0,5,5,5,27,5.0,17,17,275,-0.9056813394109624,0.6201426281398367,59,0
8228,39,Male,Divorced,Master,IT,IT,Executive,3,6,10,2,6,5,36979.0,12,33,0,3,0,2,13,4,9,2.0,5,3,2,39,2.0,3,12,149,0.8949914951134543,-2.174216470846608,29,0
8229,28,Female,Married,Bachelor,Marketing,Finance,Consultant,2,0,0,7,6,13,151796.0,14,17,2,2,12,17,12,4,74,1.0,2,5,3,47,2.0,16,19,288,0.17540337158378322,-1.1954661392778931,56,0
8230,25,Male,Divorced,High School,IT,Sales,Manager,5,36,8,1,2,7,,11,1,1,3,6,5,7,6,97,1.0,2,3,3,94,3.0,15,14,311,0.09900022441731582,0.276101478277656,58,0
8231,56,Female,Single,Bachelor,Engineering,IT,Engineer,4,14,3,6,6,2,55436.0,5,21,2,3,11,4,2,14,26,,1,2,3,33,4.0,17,12,313,1.5597671806511104,-2.8921534869002095,5,0
8232,52,Male,Married,Bachelor,Business,Operations,Executive,1,10,15,5,4,8,46537.0,6,36,1,4,3,12,9,12,59,1.0,4,4,5,1,4.0,7,6,207,-0.704113915723344,1.117826722682462,50,0
8233,55,Male,Divorced,Bachelor,HR,IT,Executive,3,19,15,1,1,7,158621.0,25,2,2,3,8,12,17,9,4,3.0,5,4,5,68,1.0,9,8,167,-1.3548276806739072,1.141760601460831,17,0
8234,25,Female,Married,High School,Finance,Finance,Analyst,2,32,2,3,6,8,105285.0,8,37,3,1,10,15,21,1,19,1.0,2,2,3,90,4.0,10,12,268,0.42679382856210174,0.26081036492749543,59,0
8235,54,Male,Married,Bachelor,HR,Finance,Manager,5,37,17,2,0,4,157591.0,21,2,0,5,12,15,4,17,75,5.0,4,4,4,25,1.0,19,12,131,-1.4899900179529009,-0.14813157151443793,42,0
8236,44,Female,Single,Master,Engineering,Sales,Manager,3,19,6,0,4,12,101151.0,10,8,3,1,8,0,27,15,80,1.0,3,3,2,29,4.0,21,6,242,0.6123658265506099,0.5838870355949184,22,0
8237,45,Male,Married,High School,Marketing,IT,Manager,3,9,9,2,6,6,41013.0,5,20,0,3,8,10,11,18,16,1.0,5,5,2,97,2.0,2,1,199,0.2629118618775891,0.6191908281627783,9,0
8238,57,Female,Married,Master,HR,Sales,Manager,4,31,9,6,6,10,111387.0,23,38,2,1,2,10,15,18,33,3.0,1,1,5,62,2.0,20,15,193,0.4209314471131955,-1.7570001153048598,34,0
8239,51,Male,Single,PhD,Engineering,IT,Consultant,1,35,6,5,4,5,79836.0,23,21,1,1,12,14,5,1,41,3.0,5,1,1,1,3.0,6,3,272,1.1318315866931148,0.6339980703318204,18,0
8240,49,Female,Married,High School,HR,HR,Analyst,2,11,0,2,6,14,146750.0,5,27,1,1,7,14,7,10,69,5.0,4,2,3,100,5.0,15,13,224,-1.6658008699145022,-0.7345000574480716,19,1
8241,32,Male,Married,Bachelor,IT,IT,Consultant,2,24,16,1,7,1,173145.0,16,10,2,3,6,13,5,2,79,3.0,4,4,4,76,4.0,5,9,272,-0.14748730360950424,-0.21649048374190608,16,0
8242,34,Female,Single,Bachelor,Business,Finance,Consultant,3,8,19,5,9,14,191596.0,9,12,2,4,14,16,10,6,25,1.0,1,5,4,55,,15,18,145,-0.09153688284342784,-0.18585612192394751,46,0
8243,50,Female,Single,Bachelor,IT,Finance,Engineer,5,16,4,6,4,10,144904.0,12,38,0,4,1,13,3,15,7,4.0,4,1,2,60,5.0,15,17,153,-1.2043235197948736,1.6082570949282642,15,1
8244,33,Male,Married,Master,Business,HR,Analyst,3,13,10,1,9,2,41815.0,16,16,3,5,0,6,21,19,37,1.0,4,5,4,45,4.0,11,10,134,-0.04481964732028986,-0.2009986453103559,5,0
8245,46,Female,Single,Bachelor,Marketing,IT,Manager,4,23,1,6,5,13,52118.0,28,27,3,5,11,14,28,11,8,4.0,3,1,4,54,4.0,6,2,238,0.7420336863475798,0.034700290718925254,52,0
8246,26,Female,Divorced,Bachelor,Engineering,IT,Analyst,1,2,9,2,6,11,97550.0,16,31,1,3,9,9,6,19,96,2.0,1,5,3,56,,20,10,219,-0.39925326433556724,-1.0107953177453164,10,0
8247,50,Male,Married,High School,HR,Finance,Manager,4,15,13,5,6,5,94488.0,21,3,0,4,1,5,8,19,29,5.0,4,4,1,100,4.0,6,5,227,1.8678741795285732,-0.6769282681729345,12,0
8248,46,Male,Single,Bachelor,Business,HR,Engineer,5,17,5,4,4,7,165550.0,14,20,2,2,3,10,6,15,45,3.0,3,3,5,11,,14,2,242,-1.5318663383506264,-1.1696532113467801,25,1
8249,30,Male,Single,Bachelor,Engineering,Finance,Executive,2,38,1,0,1,2,85325.0,8,19,1,5,8,11,23,17,58,2.0,4,3,2,53,5.0,20,1,139,-0.48112542386285023,-0.8811518712369413,7,0
8250,38,Male,Married,Bachelor,HR,HR,Consultant,5,13,6,8,5,14,80018.0,6,16,0,4,7,8,12,18,45,1.0,2,5,4,9,3.0,13,5,319,-0.9620227492402637,-1.6731937225840838,23,1
8251,38,Male,Married,High School,Business,Finance,Engineer,4,9,9,3,4,11,130560.0,11,29,0,4,6,11,23,19,84,2.0,3,4,2,96,5.0,23,18,123,0.5915075881845815,0.12656296561417796,7,1
8252,22,Male,Single,Bachelor,IT,Operations,Consultant,2,9,17,4,5,0,179546.0,10,8,0,4,7,11,16,16,83,5.0,2,3,3,40,,22,6,266,0.7411030629359101,0.15393543381612912,7,0
8253,27,Female,Married,Bachelor,Business,IT,Manager,1,5,0,2,2,9,74464.0,5,20,0,1,2,13,1,13,77,5.0,3,3,4,72,1.0,22,19,294,-1.2430087542850057,1.478899863652444,7,0
8254,23,Female,Married,Master,Business,Sales,Manager,3,2,11,6,0,5,116178.0,22,5,1,5,3,9,20,0,0,3.0,2,3,3,44,1.0,18,5,189,0.20375986086103473,-2.4516964694140198,46,0
8255,30,Female,Single,Bachelor,Finance,Operations,Engineer,1,21,3,9,8,10,188844.0,10,31,3,3,10,13,8,9,99,3.0,2,5,4,74,4.0,16,7,227,-0.248859528251356,-0.9792327143646756,45,0
8256,18,Male,Single,Bachelor,HR,Finance,Executive,3,1,0,3,9,13,114965.0,20,33,1,3,12,12,1,11,87,2.0,4,1,4,7,3.0,3,8,126,-0.047838174796662296,-0.09280190709974452,23,0
8257,37,Male,Divorced,High School,HR,HR,Executive,1,38,13,3,0,14,149125.0,12,0,3,3,10,14,8,8,26,3.0,3,1,5,98,1.0,3,6,269,-0.5283597937512473,-0.6542606533572204,39,0
8258,25,Female,Single,Master,Marketing,Sales,Consultant,2,11,8,8,9,8,123004.0,25,32,2,1,10,15,19,5,81,4.0,1,2,4,81,,19,6,192,0.5658937335367394,-0.2902540260971421,59,0
8259,27,Female,Married,Bachelor,HR,HR,Manager,2,0,9,2,8,10,173264.0,5,30,2,4,12,11,17,19,38,3.0,4,2,2,51,1.0,20,5,294,-1.0337659645809623,0.6721587527883253,56,1
8260,26,Male,Single,High School,IT,HR,Manager,2,36,11,4,9,2,135307.0,17,19,2,4,7,2,9,9,26,1.0,3,4,2,82,4.0,8,18,231,-1.6025397679169007,0.462189704446801,27,0
8261,58,Female,Single,Bachelor,IT,IT,Executive,3,12,13,2,3,8,46852.0,8,7,3,2,11,14,22,12,57,4.0,2,1,1,66,4.0,5,4,255,0.9323114152634144,-0.9092007064564426,19,0
8262,20,Male,Single,PhD,Engineering,Finance,Manager,2,31,11,1,7,2,126767.0,10,37,0,1,13,5,20,13,80,3.0,4,3,4,30,5.0,13,6,143,-1.4154171160493887,0.7932442544733106,36,0
8263,28,Male,Single,Master,Business,IT,Manager,5,24,19,5,5,1,,16,30,2,5,6,3,29,1,66,2.0,3,5,5,17,4.0,18,14,250,2.192575248191679,-0.49006279890311744,4,0
8264,29,Female,Single,Bachelor,Business,HR,Engineer,3,37,1,7,7,2,67462.0,24,9,0,5,3,14,2,1,84,3.0,2,1,2,4,2.0,2,18,259,0.7395855055823713,1.2760263273782941,25,1
8265,27,Male,Single,Bachelor,HR,IT,Executive,2,4,2,4,7,3,50061.0,24,37,1,5,13,7,13,18,58,2.0,1,3,5,36,3.0,6,19,149,-0.1557192830213522,-0.4396640771778505,41,0
8266,42,Male,Single,Bachelor,Business,Operations,Executive,2,36,12,1,1,5,115831.0,25,29,1,4,10,15,5,3,3,5.0,3,1,3,82,5.0,5,9,232,-1.9108410837296992,0.872593984767369,49,1
8267,42,Male,Single,High School,IT,HR,Analyst,1,17,5,4,2,8,58653.0,22,25,1,1,6,0,16,5,13,1.0,5,1,5,80,3.0,3,9,236,-0.11926475751711424,2.0762902602203077,50,0
8268,28,Male,Married,Master,Finance,HR,Executive,5,9,16,9,8,11,191540.0,28,10,3,5,0,10,18,0,42,3.0,5,4,3,53,5.0,8,1,302,0.41537252711119793,-1.3897734904947943,1,0
8269,53,Female,Married,Master,Engineering,Operations,Executive,5,18,15,5,1,1,107099.0,6,21,2,4,12,15,11,8,15,,3,3,2,50,4.0,21,9,135,-0.2952169647285025,0.2678484796332071,36,0
8270,56,Male,Married,Bachelor,Business,HR,Analyst,3,33,4,0,3,10,169108.0,12,13,1,3,5,18,20,13,59,2.0,1,1,4,69,2.0,11,6,169,-0.385890783601738,0.2940017441758857,26,0
8271,43,Male,Married,Master,Finance,Sales,Manager,5,29,17,2,0,8,173955.0,13,20,1,4,1,18,20,6,44,4.0,3,1,1,16,2.0,10,14,224,-0.5695725313732706,0.37286774203077133,48,0
8272,31,Female,Divorced,Bachelor,HR,Sales,Manager,2,31,3,6,3,8,136983.0,21,24,1,3,8,15,21,6,82,3.0,1,1,3,14,1.0,22,11,199,-0.4140235173881099,0.047267604739077124,18,0
8273,56,Male,Single,High School,Marketing,Finance,Consultant,3,10,14,8,2,11,29905.0,8,22,1,1,8,2,23,8,91,2.0,3,5,4,74,1.0,14,7,318,-0.7125947334529377,1.0659332366600172,0,1
8274,57,Male,Single,Bachelor,IT,Finance,Manager,4,21,12,7,3,9,151487.0,19,33,0,2,13,12,17,18,18,5.0,4,4,5,30,3.0,8,18,190,-0.37626177189842047,0.44686673485632217,8,0
8275,18,Female,Single,Bachelor,Marketing,IT,Executive,1,29,13,3,2,7,144082.0,9,17,3,2,7,8,14,5,37,3.0,4,5,1,56,1.0,20,6,207,-1.0185711245480267,0.41582257395223765,42,0
8276,21,Female,Married,High School,IT,IT,Consultant,1,0,8,5,4,11,160005.0,23,18,3,5,8,6,3,13,22,3.0,4,1,3,41,5.0,14,8,171,-0.1499222055303585,-0.9641081473237183,43,0
8277,47,Male,Married,Bachelor,Engineering,Operations,Consultant,4,5,7,9,3,5,165583.0,17,9,1,3,3,4,21,2,96,5.0,3,5,3,42,3.0,2,18,266,0.9813145062662395,1.2443397715127276,27,0
8278,29,Male,Married,High School,HR,Operations,Manager,3,13,13,8,8,13,76633.0,9,24,1,3,12,6,4,13,76,4.0,3,1,2,35,5.0,15,2,225,-0.2736151503041661,0.4601717501517592,38,0
8279,52,Female,Single,Bachelor,Marketing,HR,Consultant,4,2,6,6,4,4,190158.0,24,22,0,5,12,9,12,4,57,1.0,1,5,5,51,4.0,21,6,231,-0.2964439078731845,-0.22352686938392313,39,0
8280,30,Male,Married,Master,Engineering,Finance,Analyst,5,38,2,9,4,1,63582.0,7,15,1,1,6,16,28,13,50,4.0,5,5,2,85,1.0,2,5,243,0.4281949229508542,0.7050898384144815,43,0
8281,48,Male,Single,PhD,Engineering,Finance,Consultant,2,14,3,1,1,10,181554.0,15,32,2,2,14,14,25,9,11,1.0,1,4,3,62,5.0,13,13,297,0.05770824866149826,1.632472959158432,42,0
8282,55,Male,Married,Bachelor,Engineering,Finance,Engineer,4,30,16,5,3,4,117488.0,8,30,2,2,4,14,24,10,7,4.0,3,3,2,22,2.0,10,16,302,-0.08350985100161076,0.7600984502862596,59,0
8283,40,Female,Married,Bachelor,Marketing,Finance,Analyst,4,18,8,7,3,11,104577.0,25,38,2,5,2,0,8,5,45,5.0,2,5,4,3,4.0,12,1,313,0.739744339229489,-0.25632386815970853,25,0
8284,21,Male,Single,Master,Marketing,IT,Executive,5,21,10,0,4,11,50658.0,5,14,0,1,10,18,23,7,25,1.0,5,4,5,61,1.0,11,12,221,0.4862843759435078,-0.9655339294113852,2,0
8285,33,Female,Single,Master,Marketing,Sales,Manager,3,6,0,0,4,6,104816.0,29,12,1,2,14,3,9,12,8,4.0,2,1,2,52,4.0,18,3,214,-0.25065496150854294,-0.3872072850750597,4,0
8286,24,Female,Married,Bachelor,Business,Operations,Manager,2,26,11,0,3,1,,24,29,1,3,12,0,18,8,39,5.0,5,2,3,14,3.0,6,2,217,0.3905150480926955,0.524059191128754,22,0
8287,39,Female,Married,Bachelor,Engineering,Operations,Engineer,2,34,6,3,9,1,54869.0,19,27,2,2,13,12,26,18,27,3.0,3,3,1,24,2.0,8,14,207,0.9674200322398488,-0.9387232103821982,43,0
8288,46,Female,Single,Bachelor,HR,Finance,Manager,1,4,8,1,1,5,130429.0,24,5,0,5,1,12,0,2,34,3.0,5,1,1,52,5.0,23,10,211,0.6127926152453094,0.2947906760516099,42,0
8289,28,Male,Married,Bachelor,Business,Finance,Executive,2,34,2,6,6,5,143110.0,24,26,2,2,7,12,6,11,92,4.0,5,3,4,43,1.0,2,11,255,0.15503665514797843,0.8228068455691746,12,0
8290,50,Female,Divorced,Bachelor,IT,IT,Consultant,2,35,10,3,9,11,99223.0,22,12,0,5,5,14,11,17,96,3.0,5,2,2,36,5.0,11,2,273,0.04277217748570155,0.5186513027681321,1,0
8291,46,Male,Single,Master,Marketing,IT,Manager,2,36,9,6,1,0,148086.0,6,15,3,4,8,8,29,10,13,3.0,4,3,5,7,4.0,5,1,226,-0.18205805017172683,-0.18907918750151156,42,1
8292,56,Female,Single,Bachelor,HR,Operations,Executive,2,22,18,9,6,2,44266.0,5,5,3,1,5,5,1,14,14,3.0,3,1,5,87,4.0,17,6,240,-0.00926779466764166,0.8802494272167704,42,0
8293,29,Female,Married,Bachelor,Finance,Finance,Analyst,5,35,0,1,8,1,44107.0,29,39,1,2,11,7,14,14,51,1.0,4,1,3,50,3.0,16,9,141,-0.49576464651185403,0.31088972058497644,7,0
8294,24,Male,Married,Bachelor,IT,Finance,Executive,1,3,13,2,7,5,29238.0,7,8,0,4,13,7,27,19,18,5.0,1,4,1,2,2.0,18,18,139,-0.9276344268741662,-0.19473346208651837,8,0
8295,56,Female,Single,Bachelor,Engineering,Operations,Engineer,4,1,7,0,8,0,24393.0,28,1,2,5,13,16,23,14,96,4.0,3,3,5,60,5.0,15,19,301,-0.2860599579092371,-1.1224998609434715,13,0
8296,59,Female,Single,Master,Engineering,IT,Executive,1,36,6,8,7,3,93442.0,19,1,0,2,6,5,24,4,7,3.0,4,2,1,1,4.0,15,14,212,-2.543998231726203,0.5070855285203957,20,0
8297,43,Male,Single,Bachelor,HR,Operations,Manager,3,34,9,5,1,13,86549.0,23,36,2,2,10,9,14,6,97,,1,1,1,48,5.0,13,1,251,0.3713557695430368,2.390898191196961,53,0
8298,57,Female,Married,Master,Business,IT,Consultant,4,3,11,9,8,3,169418.0,16,37,2,4,3,7,27,0,26,2.0,2,5,5,97,5.0,6,6,223,-0.555267947008322,-0.5425761569186529,24,0
8299,26,Female,Single,Bachelor,Marketing,IT,Executive,1,3,18,9,6,0,159109.0,15,22,3,2,4,4,26,12,29,4.0,1,5,2,87,2.0,14,6,132,3.376474096295534,-0.8820819316239473,14,0
8300,58,Female,Married,Bachelor,HR,IT,Engineer,1,5,6,6,3,7,40179.0,15,6,1,4,4,18,13,13,45,5.0,1,1,1,6,4.0,6,15,312,-1.291383196100106,-1.0118343701171475,0,0
8301,51,Male,Divorced,Bachelor,Marketing,Finance,Analyst,1,16,8,3,9,11,73471.0,24,4,3,4,8,7,29,3,23,4.0,3,1,3,84,1.0,18,17,219,0.3076410993679271,-0.9281370209834776,28,0
8302,30,Female,Divorced,Bachelor,IT,Operations,Engineer,1,3,18,3,6,10,39737.0,22,10,1,1,2,5,26,14,95,4.0,3,5,1,44,5.0,20,9,224,3.025664431568915,0.6335883822871513,10,0
8303,53,Male,Married,Bachelor,HR,IT,Analyst,1,21,6,9,8,6,56865.0,5,24,3,1,8,15,23,11,35,2.0,3,2,5,30,2.0,19,10,221,0.7603070279680221,-0.4824842541096876,22,0
8304,42,Male,Married,Bachelor,IT,Sales,Executive,1,20,15,9,0,8,,14,2,1,5,9,11,16,7,2,2.0,2,5,1,34,3.0,7,17,265,0.07802881875233267,-1.5173689082642203,20,0
8305,41,Male,Married,PhD,IT,IT,Consultant,5,11,6,7,3,10,105914.0,13,33,2,3,3,19,1,12,36,1.0,1,3,4,95,4.0,10,8,267,-0.8691115927352113,1.034178185844597,24,0
8306,34,Female,Married,Master,Finance,IT,Engineer,5,6,11,0,8,9,80173.0,24,32,1,1,7,16,9,2,45,2.0,5,4,4,43,4.0,23,5,144,1.4867767704091641,-0.26220232421103434,26,0
8307,19,Female,Married,High School,Finance,IT,Consultant,4,27,2,6,9,14,177160.0,22,20,1,1,14,2,14,1,39,1.0,2,4,2,1,3.0,11,17,161,1.552867094775896,-0.9670896448421753,27,0
8308,30,Female,Single,High School,Engineering,HR,Executive,2,12,4,3,3,12,170901.0,29,33,2,4,14,0,13,10,64,3.0,4,1,1,94,5.0,9,5,187,1.6093626467003992,-0.7431764306368638,41,0
8309,48,Female,Single,Master,Engineering,Sales,Consultant,1,32,5,3,6,14,190443.0,9,33,2,4,5,4,2,14,66,2.0,1,5,2,6,3.0,20,9,235,0.8185534516881037,-0.41439926444955894,40,0
8310,46,Male,Divorced,High School,Engineering,Finance,Consultant,2,39,16,7,1,2,25825.0,22,18,3,4,10,16,6,18,90,2.0,5,1,2,3,3.0,18,18,233,0.9368118342556072,0.3500927150358688,25,0
8311,45,Male,Divorced,High School,HR,Operations,Engineer,5,12,16,5,2,6,44253.0,26,28,3,3,11,11,4,11,95,5.0,5,5,4,85,5.0,18,13,155,1.1082794521175188,0.9590080052679415,40,0
8312,44,Female,Married,Bachelor,Marketing,Operations,Executive,3,3,3,4,7,12,26153.0,15,26,3,1,6,15,28,11,51,2.0,3,3,4,44,,18,7,133,0.25361343404301145,2.09586157115537,1,0
8313,32,Female,Divorced,Bachelor,Engineering,Operations,Consultant,1,24,9,8,0,3,62860.0,29,19,2,2,2,15,9,12,95,,1,2,1,8,5.0,7,5,289,-0.03388665937455687,-1.1482710477550073,31,1
8314,48,Male,Married,Bachelor,Business,Finance,Analyst,4,19,7,1,2,2,161225.0,17,34,0,1,10,14,15,17,80,5.0,5,3,2,22,1.0,14,4,297,-0.11804973982790644,0.09106546441040637,3,0
8315,57,Female,Married,Bachelor,IT,IT,Manager,2,37,13,6,7,10,107612.0,29,30,0,5,13,15,24,13,42,4.0,1,4,5,2,3.0,6,8,202,2.037169405149228,-1.3289192845591573,23,1
8316,32,Female,Single,PhD,HR,Sales,Analyst,4,34,10,1,5,11,576905.0,20,11,1,3,0,12,21,1,98,4.0,2,5,3,45,1.0,17,8,138,-1.0673006846937256,1.200406550660553,58,0
8317,50,Female,Married,Bachelor,Marketing,Operations,Consultant,1,8,5,4,9,13,112050.0,6,35,3,5,14,10,24,12,95,4.0,4,3,2,55,3.0,10,3,274,-1.3986637629442578,-1.0142144500607095,53,0
8318,37,Female,Married,Bachelor,Finance,HR,Executive,2,29,12,2,8,2,140137.0,9,12,0,4,12,7,25,0,17,2.0,2,5,2,69,2.0,24,5,284,0.6677220345625909,0.46025920615366006,54,1
8319,59,Female,Divorced,Bachelor,IT,HR,Analyst,2,38,14,8,4,3,170062.0,23,32,0,2,1,19,10,14,35,2.0,2,5,2,36,2.0,4,6,141,0.2663037863589061,-0.9394988833068137,50,0
8320,29,Female,Married,Bachelor,Engineering,Sales,Executive,1,22,11,5,8,1,34554.0,25,13,2,3,4,17,16,9,91,2.0,5,2,2,9,2.0,11,18,179,0.9205373647067577,0.7751609762747841,5,0
8321,54,Male,Married,Master,Finance,Operations,Analyst,3,10,9,5,8,14,111893.0,13,16,1,3,11,10,9,14,39,3.0,2,5,1,49,2.0,11,10,141,-0.048948918078914064,-0.6029452697200836,12,1
8322,26,Male,Married,Bachelor,Finance,IT,Executive,1,14,11,2,9,6,166313.0,29,39,2,2,2,18,0,11,59,1.0,2,1,4,94,4.0,9,18,256,1.1127789980379066,-0.29165467799563805,28,0
8323,40,Male,Single,PhD,Finance,Operations,Consultant,4,21,3,8,7,0,143692.0,16,15,0,5,1,16,21,14,60,2.0,2,4,4,44,5.0,2,9,164,-1.1968875099673233,-0.11866162086894166,32,0
8324,25,Male,Single,Bachelor,HR,IT,Engineer,5,16,7,6,9,5,140891.0,21,10,3,1,4,0,9,19,99,3.0,4,5,5,46,3.0,14,8,277,-0.42317814034791257,-0.48550647178480644,28,0
8325,49,Female,Married,Master,IT,Operations,Analyst,5,11,19,4,0,5,32878.0,12,36,0,5,2,1,16,14,6,,4,4,4,85,2.0,16,18,292,1.6517197186156887,-1.162409270237703,12,0
8326,31,Female,Single,Bachelor,Marketing,HR,Executive,5,34,2,9,7,2,160842.0,7,11,1,2,11,13,14,2,57,2.0,1,1,5,52,5.0,16,7,180,1.0064175848379637,-0.04776738491834867,57,0
8327,44,Male,Married,Master,IT,Finance,Analyst,2,33,6,6,7,1,152363.0,12,11,2,1,5,10,17,3,95,2.0,2,2,3,38,5.0,15,4,183,0.4790276270961728,0.2083586433769787,37,1
8328,42,Male,Single,Bachelor,Business,Sales,Executive,2,0,2,9,9,8,123379.0,28,10,0,3,1,18,27,15,74,5.0,1,5,4,49,2.0,22,10,202,-0.38410703949534625,1.3497156178851049,18,0
8329,30,Male,Single,Bachelor,Engineering,IT,Executive,1,31,0,1,9,14,95903.0,29,23,1,2,14,5,9,9,27,1.0,2,2,3,53,1.0,14,5,211,-0.6213071280461056,0.5251727468743989,6,1
8330,38,Male,Single,Master,HR,Finance,Engineer,2,3,18,5,2,10,187293.0,20,30,0,5,8,19,10,17,25,2.0,5,4,3,10,2.0,7,15,148,-0.4432308274501267,0.42086726192961893,43,0
8331,48,Male,Single,Master,Marketing,IT,Executive,4,23,13,4,8,1,133359.0,14,30,0,2,10,6,3,19,43,2.0,1,5,2,38,1.0,4,13,127,-0.4220683213970945,1.7937671404535285,44,1
8332,54,Female,Single,Master,HR,Sales,Analyst,1,6,2,5,7,10,88819.0,22,25,2,3,6,16,17,17,77,4.0,3,3,5,50,4.0,7,7,183,-1.3878412953691006,0.6454379775485992,1,0
8333,22,Female,Divorced,Bachelor,Marketing,Finance,Consultant,4,11,1,7,9,0,21713.0,23,35,2,4,13,4,25,2,24,2.0,5,1,1,68,2.0,16,3,221,0.41260684941703984,-0.9872635624533822,20,0
8334,30,Male,Single,Bachelor,Engineering,Finance,Manager,5,21,3,2,6,2,51898.0,6,22,0,3,4,6,19,3,86,5.0,4,3,5,21,4.0,5,15,157,2.253213774886479,-1.0618181961088569,32,0
8335,45,Male,Divorced,High School,Business,Sales,Executive,4,34,4,9,1,3,159541.0,17,15,1,3,3,14,0,12,78,2.0,2,2,5,98,3.0,5,7,228,-0.7066631531876952,0.44294297230059493,14,0
8336,42,Female,Divorced,Bachelor,Finance,Sales,Manager,5,20,5,7,0,6,29946.0,27,7,3,4,8,6,19,12,94,1.0,3,1,5,15,1.0,3,13,252,-0.34587434312177284,0.5683566397739952,32,0
8337,52,Female,Divorced,Master,Engineering,IT,Consultant,2,28,8,8,4,9,46508.0,10,25,2,2,12,11,8,9,93,1.0,4,2,1,13,1.0,14,18,294,0.41756324437627435,1.9957393356926587,51,0
8338,56,Female,Married,High School,Finance,Finance,Manager,1,16,9,4,0,10,94426.0,19,30,2,4,1,2,0,11,28,5.0,2,1,4,36,5.0,24,9,126,-1.472119998479659,-0.02850304862217619,10,1
8339,24,Male,Married,Bachelor,Engineering,Sales,Executive,3,27,4,4,3,3,187137.0,20,19,3,3,14,1,23,4,92,1.0,2,3,1,10,1.0,15,19,228,0.7887979828605445,2.395451601638315,55,0
8340,55,Female,Single,Master,IT,IT,Analyst,4,16,17,6,3,14,195765.0,14,31,1,1,8,19,3,11,60,3.0,2,3,1,9,3.0,8,2,246,1.7608695538268564,-1.6104890515884014,59,0
8341,49,Male,Single,Master,HR,Operations,Engineer,1,3,6,3,1,6,95202.0,17,22,2,1,11,16,26,7,43,1.0,4,5,1,88,2.0,5,15,165,0.1626653111269857,0.13450056057577542,1,0
8342,20,Male,Married,Bachelor,Business,Sales,Executive,3,5,9,2,3,13,31974.0,8,31,2,5,2,17,8,14,10,2.0,1,2,3,65,1.0,7,7,142,-0.08042106576791329,-0.45232103875744,47,0
8343,56,Female,Single,Bachelor,HR,Finance,Executive,1,14,10,2,0,8,37904.0,15,28,1,5,3,17,25,11,82,3.0,3,5,3,69,1.0,18,11,240,1.1955901179333488,2.0550503436069607,54,0
8344,54,Female,Divorced,PhD,Business,Operations,Engineer,3,23,16,8,1,13,189230.0,20,11,2,3,2,18,20,10,34,5.0,1,3,2,75,2.0,13,1,274,-1.5860251228926274,0.3603939878057565,23,0
